Line;seq;SO;Ext.order;WO;Status;print;obrada;Drawings;Truck;Truck date;CUSTOMER;Customer comment;EAN;DESCRIPTION;DESCRIPTION2;Color;QTY;Reason - comment;Nav Painted;WELDED;SHIPPED;STOCK;REST;TBP;logic palet 1;logic palet 2;logic palet 3;logic palet 4;BIG;EURO;PROGRESS;calc;Rest2;EX.SHIP DATE;Unit price;Rest price
F-LINE;0;;;WO074099;Released;0;OC;Drawing;;;;;626369;WB W11x20 H2 8/221/275 Ø27 R18 ET100;Grey RAL7021 STARCO 3250@50;RAL7021;10;;0;0;0;0;10;10;0,833333333;;0;0,833333333;;1;0;10;10;#N/A;;
B-LINE;0;SO027602;KANBAN;WO074248;Released;2;;Drawing;;;KENDA Polska Sp. z.o.o.;PRIO;592831;WI GPL 5.50Ax8 H2 25,4x89,5 TL Silver RAL9006;STARCO 200@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;NEMA;431;525;-431;0;94;94;0,537142857;0,895238095;0;0,537142857;;1;0,820952381;94;94;45912;10,82;1017,08
B-LINE;0;SO027607;KANBAN;WO074274;Finished;1;;Drawing;;;KENDA Polska Sp. z.o.o.;;739335;WI GPL 5.50Ax8 H2 19,1x89,5 TL Black CP2004;STARCO 220@20 + VL TR412 Rubber Snap-In V2.03.6;RAL9005;525;NEMA;525;525;-420;105;105;0;0,6;1;0;0,6;;1;1;0;0;45904;7,39;775,95
B-LINE;0;SO027614;KANBAN;WO074300;Released;1;;Drawing;;;KENDA Polska Sp. z.o.o.;;739328;WI GK 5.50Ax8 H2 20x89,5 TL Black CP2004 6204 2RS;STARCO 260@10 + VL TR412 Rubber Snap-In V2.03.6;RAL9005;525;NEMA;0;525;0;0;525;525;3;5;3;0;;5;0;525;525;45940;9,19;4824,75
B-LINE;0;SO027625;KANBAN;WO074334;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514383;WB 5.50Ax8 H2 3/62/100 Ø11.5 C60 ET0 Grey CP1066;STARCO 400@20 + VL TR412 Rubber Snap-In V2.03.6;;225;;0;0;0;0;225;225;1,285714286;;1;0,285714286;1;1;0;225;225;45933;0;0
B-LINE;0;SO027625;KANBAN;WO074335;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514383;WB 5.50Ax8 H2 3/62/100 Ø11.5 C60 ET0 Grey CP1066;STARCO 400@20 + VL TR412 Rubber Snap-In V2.03.6;;890;;0;0;0;0;890;890;5,085714286;;5;0,085714286;5;1;0;890;890;45933;0;0
B-LINE;0;SO027626;KANBAN;WO074336;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514383;WB 5.50Ax8 H2 3/62/100 Ø11.5 C60 ET0 Grey CP1066;STARCO 400@20 + VL TR412 Rubber Snap-In V2.03.6;;225;;0;0;0;0;225;225;1,285714286;;1;0,285714286;1;1;0;225;225;45940;0;0
B-LINE;0;SO027626;KANBAN;WO074337;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514383;WB 5.50Ax8 H2 3/62/100 Ø11.5 C60 ET0 Grey CP1066;STARCO 400@20 + VL TR412 Rubber Snap-In V2.03.6;;890;;0;0;0;0;890;890;5,085714286;;5;0,085714286;5;1;0;890;890;45940;0;0
B-LINE;0;SO027628;KANBAN;WO074344;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514383;WB 5.50Ax8 H2 3/62/100 Ø11.5 C60 ET0 Grey CP1066;STARCO 400@20 + VL TR412 Rubber Snap-In V2.03.6;;225;;0;0;0;0;225;225;1,285714286;;1;0,285714286;1;1;0;225;225;45947;0;0
B-LINE;0;SO027628;KANBAN;WO074345;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514383;WB 5.50Ax8 H2 3/62/100 Ø11.5 C60 ET0 Grey CP1066;STARCO 400@20 + VL TR412 Rubber Snap-In V2.03.6;;890;;0;0;0;0;890;890;5,085714286;;5;0,085714286;5;1;0;890;890;45947;0;0
C-LINE;0;SO027617;KANBAN;WO074350;Released;3;;Drawing;;;STIGA S.p.A.;;632124;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Kenda 170@20 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;308;;0;0;0;0;308;308;0,802083333;;0;0,802083333;;1;0;308;308;45898;0;0
C-LINE;0;SO027617;KANBAN;WO074351;Released;2;;Drawing;;;STIGA S.p.A.;;632124;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Kenda 170@20 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;542;;0;0;0;0;542;542;1,411458333;;1;0,411458333;1;1;0;542;542;45898;0;0
B-LINE;0;SO027617;KANBAN;WO074349;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;308;;0;0;0;0;308;308;2,464;;2;0,464;2;1;0;308;308;45924;6,98;2149,84
B-LINE;0;SO027617;KANBAN;WO074352;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;542;;0;0;0;0;542;542;4,336;;4;0,336;4;1;0;542;542;45898;6,98;3783,16
C-LINE;0;SO027625;KANBAN;WO074398;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632124;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Kenda 170@20 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;415;;0;0;0;0;415;415;1,080729167;;1;0,080729167;1;1;0;415;415;45933;0;0
C-LINE;0;SO027625;KANBAN;WO074399;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632124;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Kenda 170@20 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;725;;0;0;0;0;725;725;1,888020833;;1;0,888020833;1;1;0;725;725;45933;0;0
B-LINE;0;SO027625;KANBAN;WO074400;Released;1;;Drawing;;;STIGA S.p.A.;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;725;;350;725;0;350;725;375;5,8;;5;0,8;5;1;0,482758621;375;375;45933;6,98;5060,5
B-LINE;0;SO027625;KANBAN;WO074397;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;415;;0;0;0;0;415;415;3,32;;3;0,32;3;1;0;415;415;45924;6,98;2896,7
B-LINE;0;SO027626;KANBAN;WO074403;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;415;;0;0;0;0;415;415;3,32;;3;0,32;3;1;0;415;415;45940;6,98;2896,7
C-LINE;0;SO027626;KANBAN;WO074404;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632124;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Kenda 170@20 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;415;;0;0;0;0;415;415;1,080729167;;1;0,080729167;1;1;0;415;415;45940;0;0
C-LINE;0;SO027626;KANBAN;WO074405;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632124;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Kenda 170@20 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;725;;0;0;0;0;725;725;1,888020833;;1;0,888020833;1;1;0;725;725;45940;0;0
B-LINE;0;SO027626;KANBAN;WO074406;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;725;;0;0;0;0;725;725;5,8;;5;0,8;5;1;0;725;725;45940;6,98;5060,5
B-LINE;0;SO027628;KANBAN;WO074411;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;415;;0;0;0;0;415;415;3,32;;3;0,32;3;1;0;415;415;45947;6,98;2896,7
B-LINE;0;SO027758;POTREBE 9 MJ;WO074819;Released;0;;Drawing;;;STIGA S.p.A.;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;1216;;0;0;0;0;1216;1216;9,728;;9;0,728;9;1;0;1216;1216;45924;6,98;8487,68
B-LINE;0;SO027617;KANBAN;WO074354;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514765;WI GG 4.375Ax8 H2 20,1x89,5/81,5 TL Grey CP1066;STARCO 190@16 + VL TR412 Rubber Snap-In V2.03.6;;333;;0;0;0;0;333;333;1,665;;1;0,665;1;1;0;333;333;45898;0;0
C-LINE;0;SO027628;KANBAN;WO074412;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632124;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Kenda 170@20 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;415;;0;0;0;0;415;415;1,080729167;;1;0,080729167;1;1;0;415;415;45947;0;0
C-LINE;0;SO027628;KANBAN;WO074413;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;632124;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Kenda 170@20 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;725;;0;0;0;0;725;725;1,888020833;;1;0,888020833;1;1;0;725;725;45947;0;0
B-LINE;0;SO027628;KANBAN;WO074414;Released;1;;Drawing;;;STIGA S.p.A.;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;725;;0;725;0;0;725;725;5,8;;5;0,8;5;1;0;725;725;45947;6,98;5060,5
B-LINE;0;SO027625;KANBAN;WO074402;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514765;WI GG 4.375Ax8 H2 20,1x89,5/81,5 TL Grey CP1066;STARCO 190@16 + VL TR412 Rubber Snap-In V2.03.6;;445;;0;0;0;0;445;445;2,225;;2;0,225;2;1;0;445;445;45933;0;0
B-LINE;0;SO027626;KANBAN;WO074408;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514765;WI GG 4.375Ax8 H2 20,1x89,5/81,5 TL Grey CP1066;STARCO 190@16 + VL TR412 Rubber Snap-In V2.03.6;;445;;0;0;0;0;445;445;2,225;;2;0,225;2;1;0;445;445;45940;0;0
B-LINE;0;SO027628;KANBAN;WO074416;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514765;WI GG 4.375Ax8 H2 20,1x89,5/81,5 TL Grey CP1066;STARCO 190@16 + VL TR412 Rubber Snap-In V2.03.6;;445;;0;0;0;0;445;445;2,225;;2;0,225;2;1;0;445;445;45947;0;0
F-LINE;0;SO027650;PO005020;WO074434;Firm Planned;0;prolazne rupe;Drawing;;;KENDA GB Rugeley Ltd;;113715;WB W13x20 H2 8/221.5/275 Ø23.5 ET-15;VG3 Yellow (CP1090) KENDA 3423@30;JCB YELLOW;100;;0;0;0;0;100;100;8,333333333;;8;0,333333333;8;1;0;100;100;45996;81;8100
A-LINE;0;SO027650;PO005020;WO074435;Firm Planned;0;;Drawing;;;KENDA GB Rugeley Ltd;;262826;WI GO 2.50Ax8 35,3x63,5;TL Red RAL3002 STARCO 250@16;RAL3002;405;;0;0;0;0;405;405;1;;1;0;1;;0;405;405;45940;4,82;1952,1
A-LINE;0;SO027650;PO005020;WO074439;Firm Planned;0;;Drawing;;;KENDA GB Rugeley Ltd;;359687;WI GO 2.50Ax8 35,3x63,5;Silver RAL9006 STARCO 195@20;RAL9006;100;;0;0;0;0;100;100;0,24691358;;0;0,24691358;;1;0;100;100;45947;5,84;584
A-LINE;0;SO027488;PO010342;WO073795;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;437040;WI GK 2.50Ax8 17x120/110;TL Red RAL3002 6204 2RS STARCO @16;RAL3002;200;;0;0;0;0;200;200;1,25;;1;0,25;1;1;0;200;200;45968;8,86;1772
A-LINE;0;SO027557;PO010379;WO074054;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;542218;WI GK 6.00-4 25x179 RFD;TT Orange RAL2002 60052RS STARCO 420@16;RAL2002;200;;0;0;0;0;200;200;0,317460317;;0;0,317460317;;1;0;200;200;45968;25,42;5084
D-LINE;0;SO027665;PO010412;WO074481;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;735016;WB DW11x24 6/135/170 Ø18.5 ET-76;VG3 Orange CP1031 STARCO 900@40;KUBOTA ORANGE;2;;0;0;0;0;2;2;0,333333333;;0;0,333333333;;1;0;2;2;45968;110,46;220,92
G-LINE;0;SO027665;PO010412;WO074482;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;475813;WB W8x16 H2 6/117.4/152.4 Ø16.5 ET37;VG2 Orange BS592 STARCO 1030@40;KUBOTA ORANGE;2;;0;0;0;0;2;2;0,066666667;;0;0,066666667;;1;0;2;2;45968;57,31;114,62
F-LINE;0;SO027665;PO010412;WO074483;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;511313;WB W9x20 H2 6/114.5/152 Ø16 ET-45;VG3 Orange CP1031 STARCO 1060@40;KUBOTA ORANGE;20;;0;0;0;0;20;20;1,25;;1;0,25;1;1;0;20;20;45968;76,51;1530,2
E-LINE;0;SO027665;PO010412;WO074484;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;143774;WB 8.50Ix12 H2 6/90/120 Ø14 ET-18 Orange (CP 1031);STARCO 1030@40 + VL TR413 Rubber Snap-In ...;KUBOTA ORANGE;78;;0;0;0;0;78;78;1,3;;1;0,3;1;1;0;78;78;45968;31,01;2418,78
G-LINE;0;SO027665;PO010412;WO074485;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;657172;WB W6x16 H2 6/90/120 Ø14.5 ET-50;VG3 Orange CP1031 STARCO 900@40;KUBOTA ORANGE;38;;0;0;0;0;38;38;1,085714286;;1;0,085714286;1;1;0;38;38;45968;45,9;1744,2
G-LINE;0;;;WO073329;Released;2;CO Puncher;Drawing;;;;;165240;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET20;VG3 Black RAL9005 KENDA 1950@40;RAL9005;10;;0;0;0;0;10;10;0,357142857;;0;0,357142857;;1;0;10;10;#N/A;;
B-LINE;0;SO027789;PO010253;WO074878;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;294384;WB 5.50Ax8 H2 4/60/100 Ø14.5 C60 ET0;Silver RAL9006 KENDA 375@140;RAL9006;200;;0;0;0;0;200;200;1,142857143;2,222222222;1;0,142857143;;3;0;200;200;46038;9,37;1874
C-LINE;0;SO027835;KANBAN;WO075062;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;616704;WB 5.50Ax8 H2 4/60/100 Ø14.5 C60 ET0 Silver;RAL9006 STARCO 236@40 + VL TR412 Rubber Snap-In...;RAL9006;210;;0;0;0;0;210;210;1,2;2;1;0,2;;2;0;210;210;45954;6,96;1461,6
B-LINE;0;;;WO074508;Finished;3;;Drawing;;;;;632155;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;234@15 + VL TR412 Rubber Snap-In V2.03.6;GGP FTX;1542;;1517;1542;-60;1457;1482;25;11,856;;11;0,856;11;1;0,983787289;25;25;#N/A;;
B-LINE;0;;;WO074509;Released;4;;Drawing;;;;;514383;WB 5.50Ax8 H2 3/62/100 Ø11.5 C60 ET0 Grey CP1066;STARCO 400@20 + VL TR412 Rubber Snap-In V2.03.6;;4166;;2437;4166;0;2437;4166;1729;23,80571429;;23;0,805714286;23;1;0,584973596;1729;1729;#N/A;;
F-LINE;0;SO027665;PO010412;WO074486;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;714332;WB W9x18 H2 6/117.4/152.4 Ø15 ET3;VG2 Orange CP1031 STARCO 700@30;KUBOTA ORANGE;2;;0;0;0;0;2;2;0,125;;0;0,125;;1;0;2;2;45968;58,15;116,3
G-LINE;0;SO027665;PO010412;WO074488;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;736099;WB 7Jx14 H2 6/90/120 Ø14 ET15;VG3 Orange CP1031 STARCO 550@30;KUBOTA ORANGE;9;;0;0;0;0;9;9;0,2;;0;0,2;;1;0;9;9;45968;45,9;413,1
G-LINE;0;SO027674;PO010416;WO074520;Released;1;;Drawing;;;KENDA Deutschland GmbH;;143750;WB 12LBx15 H2 10/93/140 Ø15 - ET-70 Silver;RAL9006 AVANT TECNO 2000@30 + VL TR415 Rubber S...;RAL9006;152;;0;0;0;0;152;152;7,238095238;;7;0,238095238;7;1;0;152;152;45968;50,81;7723,12
D-LINE;0;SO027676;PO010417;WO074527;Firm Planned;0;OC;Drawing;;;KENDA Deutschland GmbH;;149707;WB AG20.00x22.5 H2 8/221/275 Ø27 R18 ET-25 RFH;VG7 Silver RAL9006 STARCO 5500@40;RAL9006;8;;0;0;0;0;8;8;1;;1;0;1;;0;8;8;45968;197,21;1577,68
G-LINE;0;SO027676;PO010417;WO074530;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;162775;WB 9.00x15.3 H2 5/94/140 Ø18.5 R14 ET0 VG2 Orange;RAL2004  CP1108 STARCO 1000@30 + VL TR415 Rubbe...;RAL2004;130;;0;0;0;0;130;130;4,642857143;;4;0,642857143;4;1;0;130;130;45968;44,68;5808,4
A-LINE;0;SO027676;PO010417;WO074532;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;275116;WI GR 2.50Ax6 20x113/107;TL Red RAL3003 STARCO 325@16;RAL3003;260;;0;0;0;0;260;260;0,376811594;;0;0,376811594;;1;0;260;260;45968;6,16;1601,6
G-LINE;0;SO027676;PO010417;WO074533;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;276328;WB 13LBx15 H2 6/161/205 Ø21.5 R16 ET-100;Silver RAL9006 STARCO 1800@40;RAL9006;32;;0;0;0;0;32;32;1,333333333;;1;0,333333333;1;1;0;32;32;45968;57,91;1853,12
F-LINE;0;SO027676;PO010417;WO074535;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;276861;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET-45;Silver RAL9006 STARCO 2360@40;RAL9006;50;;0;0;0;0;50;50;3,333333333;;3;0,333333333;3;1;0;50;50;45968;65,69;3284,5
F-LINE;0;SO027677;PO010418;WO074544;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;461809;WB 16.00x17 H2 8/221/275 Ø27 R18 ET0;VG3 Yellow RAL1003 STARCO 4375@50;RAL1003;8;;0;0;0;0;8;8;0,8;;0;0,8;;1;0;8;8;45968;80,96;647,68
D-LINE;0;SO027680;PO010419;WO074558;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;719368;WB AG16.00x22.5 H2 6/161/205 Ø21.5 R16 ET0;VG3 Red (Fendt Terra Red) STARCO 3625@40;FENT TERRA RED;18;;0;0;0;0;18;18;2,25;;2;0,25;2;1;0;18;18;45968;147,32;2651,76
F-LINE;0;SO027681;PO010420;WO074563;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;149660;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0;VG3 Black CP2004 STARCO 3750@40;RAL9005 (CP1013);40;;0;0;0;0;40;40;4;;4;0;4;;0;40;40;45968;74,88;2995,2
D-LINE;0;SO027682;PO010424;WO074568;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;735016;WB DW11x24 6/135/170 Ø18.5 ET-76;VG3 Orange CP1031 STARCO 900@40;KUBOTA ORANGE;6;;0;0;0;0;6;6;1;;1;0;1;;0;6;6;45968;110,46;662,76
G-LINE;0;SO027682;PO010424;WO074569;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;475813;WB W8x16 H2 6/117.4/152.4 Ø16.5 ET37;VG2 Orange BS592 STARCO 1030@40;KUBOTA ORANGE;6;;0;0;0;0;6;6;0,2;;0;0,2;;1;0;6;6;45968;57,31;343,86
F-LINE;0;SO027682;PO010424;WO074570;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;511313;WB W9x20 H2 6/114.5/152 Ø16 ET-45;VG3 Orange CP1031 STARCO 1060@40;KUBOTA ORANGE;14;;0;0;0;0;14;14;0,875;;0;0,875;;1;0;14;14;45968;76,51;1071,14
F-LINE;0;SO027682;PO010424;WO074571;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;685601;WB W9x20 H2 6/110/150 Ø18.5 ET19;VG3 Orange CP1031 STARCO 1150@40;KUBOTA ORANGE;20;;0;0;0;0;20;20;1,25;;1;0,25;1;1;0;20;20;45968;84,16;1683,2
G-LINE;0;SO027682;PO010424;WO074572;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;657172;WB W6x16 H2 6/90/120 Ø14.5 ET-50;VG3 Orange CP1031 STARCO 900@40;KUBOTA ORANGE;2;;0;0;0;0;2;2;0,057142857;;0;0,057142857;;1;0;2;2;45968;45,9;91,8
F-LINE;0;SO027682;PO010424;WO074573;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;709383;WB W8x18 6/117.4/152.4 Ø15 ET-28.5;VG2 Orange CP1031 STARCO 1180@40;KUBOTA ORANGE;10;;0;0;0;0;10;10;0,625;;0;0,625;;1;0;10;10;45968;55,09;550,9
G-LINE;0;SO027682;PO010424;WO074574;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;736099;WB 7Jx14 H2 6/90/120 Ø14 ET15;VG3 Orange CP1031 STARCO 550@30;KUBOTA ORANGE;10;;0;0;0;0;10;10;0,222222222;;0;0,222222222;;1;0;10;10;45968;45,9;459
A-LINE;0;SO027691;PO010443;WO074593;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;367545;WI GK 2.50Ax8 14,2x96/89,8;TL Silver RAL9006 Flange bearing STARCO 250@16;RAL9006;2100;;0;0;0;0;2100;2100;5,185185185;;5;0,185185185;5;1;0;2100;2100;45968;4,36;9156
E-LINE;0;SO027674;PO010416;WO074515;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;639987;WB 8.50Ix12 H2 5/67/112 Ø18.5 R14 ET0;Silver RAL9006 STARCO 800@20;RAL9006;100;;0;0;0;0;100;100;2,083333333;;2;0,083333333;2;1;0;100;100;45975;32,7;3270
D-LINE;0;SO027674;PO010416;WO074517;Firm Planned;0;OC;Drawing;;;KENDA Deutschland GmbH;;141275;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET-50 RFH;VG7 Silver RAL9006 KENDA 3875@40;RAL9006;8;;0;0;0;0;8;8;1;;1;0;1;;0;8;8;45975;129,49;1035,92
D-LINE;0;SO027674;PO010416;WO074518;Firm Planned;0;OC;Drawing;;;KENDA Deutschland GmbH;;141282;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET0 RFH;VG7 Silver RAL9006 STARCO 4375@40;RAL9006;40;;0;0;0;0;40;40;5;;5;0;5;;0;40;40;45975;133,83;5353,2
F-LINE;0;SO027674;PO010416;WO074519;Firm Planned;0;OC;Drawing;;;KENDA Deutschland GmbH;;141299;WB 16.00x17 H2 8/221/275 Ø27 R18 ET-50 RFH;VG7 Silver RAL9006 STARCO 3875@40;RAL9006;20;;0;0;0;0;20;20;2;;2;0;2;;0;20;20;45975;100,5;2010
G-LINE;0;SO027674;PO010416;WO074521;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;143866;WB 13LBx15 H2 5/67/112 Ø18.5 R14 ET-50 Silver;RAL9006 STARCO 1800@40 + VL TR415 Rubber Snap-I...;RAL9006;150;;0;0;0;0;150;150;7,142857143;;7;0,142857143;7;1;0;150;150;45975;58,18;8727
F-LINE;0;SO027674;PO010416;WO074524;Firm Planned;0;OC;Drawing;;;KENDA Deutschland GmbH;;146096;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET50 RFH;VG7 Silver RAL9006 STARCO 2900@40;RAL9006;40;;0;0;0;0;40;40;1,904761905;;1;0,904761905;1;1;0;40;40;45975;55,27;2210,8
F-LINE;0;SO027676;PO010417;WO074528;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;158129;WB W9x18 H2 6/161/205 Ø21.5 R16 ET-12;Orange RAL2004 CP1108 STARCO 2700@20;RAL2004;50;;0;0;0;0;50;50;3,125;;3;0,125;3;1;0;50;50;45975;90,36;4518
D-LINE;0;SO027676;PO010417;WO074531;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;165936;WB AG16.00x22.5 H2 6/161/205 Ø21.5 R16 ET0;VG3 Silver RAL9006 STARCO 3625@40;RAL9006;62;;0;0;0;0;62;62;7,75;;7;0,75;7;1;0;62;62;45975;116,48;7221,76
C-LINE;0;SO027836;KANBAN;WO075063;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;616704;WB 5.50Ax8 H2 4/60/100 Ø14.5 C60 ET0 Silver;RAL9006 STARCO 236@40 + VL TR412 Rubber Snap-In...;RAL9006;420;;0;0;0;0;420;420;2,4;4;2;0,4;;4;0;420;420;45961;6,96;2923,2
E-LINE;0;SO027676;PO010417;WO074534;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;276403;WB 10.50Ix12 H2 4/85/130 Ø18.5 R14 ET-27;Silver RAL9006 STARCO 1100@40;RAL9006;220;;0;0;0;0;220;220;4,583333333;;4;0,583333333;4;1;0;220;220;45975;21,27;4679,4
F-LINE;0;SO027677;PO010418;WO074539;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;376721;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0;VG3 Silver RAL9006 STARCO 3750@40;RAL9006;20;;0;0;0;0;20;20;2;;2;0;2;;0;20;20;45975;65,86;1317,2
G-LINE;0;SO027677;PO010418;WO074542;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;451404;WB 11LBx16 H2 6/161/205 Ø21.5 R16 ET0;VG3 Silver RAL9006 STARCO 2500@40;;50;;0;0;0;0;50;50;2,777777778;;2;0,777777778;2;1;0;50;50;45975;53,43;2671,5
F-LINE;0;SO027677;PO010418;WO074543;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;456751;WB W14Lx18 H2 8/221/275 Ø27 R18 ET36;VG Silver RAL9006 STARCO 2120@40;RAL9006;100;;0;0;0;0;100;100;8,333333333;;8;0,333333333;8;1;0;100;100;45975;70,13;7013
F-LINE;0;SO027677;PO010418;WO074546;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;559537;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0 RFH;VG7 Silver RAL9006 STARCO 3750@40;RAL9006;60;;0;0;0;0;60;60;6;;6;0;6;;0;60;60;45975;100,5;6030
